"ID","Year","Title"
2919,1982,"Year of Living Dangerously, The"
2920,1945,"Children of Paradise"
2921,1973,"High Plains Drifter"
2922,1968,"Hang 'Em High"
2923,1977,"Handle with Care"
2924,1978,"Drunken Master"
2925,1970,"Conformist, The"
2926,1988,"Hairspray"
2927,1946,"Brief Encounter"
2928,1984,"Razor's Edge, The"
2929,1981,"Reds"
2930,1998,"Return with Honor"
2932,1978,"Days of Heaven"
2935,1941,"Lady Eve, The"
2936,1941,"Sullivan's Travels"
2937,1942,"Palm Beach Story, The"
2938,1986,"Man Facing Southeast"
2939,1953,"Niagara"
2940,1946,"Gilda"
2941,1958,"South Pacific"
2942,1983,"Flashdance"
2943,1992,"Indochine"
2944,1967,"Dirty Dozen, The"
2945,1984,"Mike's Murder"
2946,1965,"Help!"
2947,1964,"Goldfinger"
2948,1963,"From Russia with Love"
2949,1962,"Dr. No"
2950,1980,"Blue Lagoon, The"
2951,1964,"Fistful of Dollars, A"
2952,1996,"Sydney"
2953,1992,"Home Alone 2: Lost in New York"
2956,1987,"Someone to Watch Over Me"
2959,1999,"Fight Club"
2961,1999,"Story of Us, The"
2962,1997,"Fever Pitch"
2964,1999,"Julien Donkey-Boy"
2966,1999,"Straight Story, The"
2967,1956,"Bad Seed, The"
2968,1981,"Time Bandits"
2969,1966,"Man and a Woman, A"
2970,1982,"Fitzcarraldo"
2971,1979,"All That Jazz"
2972,1987,"Red Sorghum"
2973,1989,"Crimes and Misdemeanors"
2974,1999,"Bats"
2975,1999,"Best Man, The"
2976,1999,"Bringing Out the Dead"
2977,1999,"Crazy in Alabama"
2978,1999,"Three to Tango"
2979,1999,"Body Shots"
2981,1975,"Brother, Can You Spare a Dime?"
2982,1990,"Guardian, The"
2983,1965,"Ipcress File, The"
2984,1971,"On Any Sunday"
2985,1987,"RoboCop"
2986,1990,"RoboCop 2"
2987,1988,"Who Framed Roger Rabbit?"
2988,1980,"Melvin and Howard"
2989,1981,"For Your Eyes Only"
2990,1989,"Licence to Kill"
2991,1973,"Live and Let Die"
2992,1986,"Rawhead Rex"
2993,1965,"Thunderball"
2995,1999,"House on Haunted Hill"
2996,1999,"Music of the Heart"
2997,1999,"Being John Malkovich"
2998,1999,"Dreaming of Joseph Lees"
3000,1997,"Princess Mononoke"
3001,1999,"Suburbans, The"
3002,1999,"My Best Fiend"
3003,1998,"Train of Life"
3004,1999,"Bachelor, The"
3005,1999,"Bone Collector, The"
3006,1999,"Insider, The"
3007,1999,"American Movie"
3008,1998,"Last Night"
3010,1999,"Rosetta"
3011,1969,"They Shoot Horses, Don't They?"
3013,1990,"Bride of Re-Animator"
3015,1978,"Coma"
3016,1982,"Creepshow"
3017,1987,"Creepshow 2"
3018,1985,"Re-Animator"
3019,1989,"Drugstore Cowboy"
3020,1993,"Falling Down"
3021,1981,"Funhouse, The"
3022,1926,"General, The"
3024,1978,"Piranha"
3025,1967,"Rough Night in Jericho"
3028,1967,"Taming of the Shrew, The"
3029,1981,"Nighthawks"
3030,1961,"Yojimbo"
3031,1990,"Repossessed"
3032,1971,"Omega Man, The"
3033,1987,"Spaceballs"
3034,1973,"Robin Hood"
3035,1955,"Mister Roberts"
3036,1981,"Quest for Fire"
3037,1970,"Little Big Man"
3038,1957,"Face in the Crowd, A"
3039,1983,"Trading Places"
3040,1979,"Meatballs"
3041,1984,"Meatballs Part II"
3042,1987,"Meatballs III"
3043,1992,"Meatballs 4"
3044,1991,"Dead Again"
3045,1992,"Peter's Friends"
3046,1995,"Incredibly True Adventure of Two Girls in Love, The"
3047,1982,"Experience Preferred... But Not Essential"
3048,1981,"Under the Rainbow"
3051,1999,"Anywhere But Here"
3052,1999,"Dogma"
3053,1999,"Messenger: The Story of Joan of Arc, The"
3054,1998,"Pokémon: The First Movie"
3055,1999,"Felicia's Journey"
3057,1998,"Where's Marlowe?"
3060,1991,"Commitments, The"
3061,1942,"Holiday Inn"
3062,1962,"Longest Day, The"
3063,1992,"Poison Ivy"
3064,1997,"Poison Ivy: New Seduction"
3066,1970,"Tora! Tora! Tora!"
3067,1988,"Women on the Verge of a Nervous Breakdown"
3068,1982,"Verdict, The"
3069,1972,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The"
3070,1984,"Adventures of Buckaroo Banzai Across the 8th Dimension, The"
3071,1988,"Stand and Deliver"
3072,1987,"Moonstruck"
3074,1972,"Jeremiah Johnson"
3075,1965,"Repulsion"
3076,1963,"Irma la Douce"
3077,1998,"42 Up"
3078,1999,"Liberty Heights"
3079,1999,"Mansfield Park"
3081,1999,"Sleepy Hollow"
3082,1999,"World Is Not Enough, The"
3083,1999,"All About My Mother"
3086,1934,"Babes in Toyland"
3087,1988,"Scrooged"
3088,1950,"Harvey"
3089,1948,"Bicycle Thieves (a.k.a. The Bicycle Thief)"
3090,1987,"Matewan"
3091,1980,"Kagemusha"
3093,1971,"McCabe & Mrs. Miller"
3094,1987,"Maurice"
3095,1940,"Grapes of Wrath, The"
3096,1957,"My Man Godfrey"
3097,1940,"Shop Around the Corner, The"
3098,1984,"Natural, The"
3099,1975,"Shampoo"
3100,1992,"River Runs Through It, A"
3101,1987,"Fatal Attraction"
3102,1985,"Jagged Edge"
3103,1990,"Stanley & Iris"
3104,1988,"Midnight Run"
3105,1990,"Awakenings"
3106,1990,"Come See the Paradise"
3107,1991,"Backdraft"
3108,1991,"Fisher King, The"
3109,1984,"River, The"
3110,1984,"Country"
3111,1984,"Places in the Heart"
3112,1986,"'night Mother"
3113,1999,"End of Days"
3114,1999,"Toy Story 2"
3115,1999,"Flawless"
3116,1999,"Miss Julie"
3117,1999,"Ride with the Devil"
3118,1999,"Tumbleweeds"
3120,1992,"Distinguished Gentleman, The"
3121,1953,"Hitch-Hiker, The"
3122,1940,"Santa Fe Trail"
3125,1999,"End of the Affair, The"
3127,1999,"Holy Smoke"
3128,1999,"Map of the World, A"
3129,1999,"Sweet and Lowdown"
3130,1990,"Bonfire of the Vanities"
3133,1925,"Go West"
3134,1937,"Grand Illusion"
3135,1979,"Great Santini, The"
3136,1957,"James Dean Story, The"
3138,1988,"Stealing Home"
3140,1923,"Three Ages"
3141,1990,"Two Jakes, The"
3142,1988,"U2: Rattle and Hum"
3143,1968,"Hell in the Pacific"
3144,1966,"Glass Bottom Boat, The"
3145,1999,"Cradle Will Rock"
3146,1999,"Deuce Bigalow: Male Gigolo"
3147,1999,"Green Mile, The"
3148,1999,"Cider House Rules, The"
3150,1999,"War Zone, The"
3152,1971,"Last Picture Show, The"
3153,1958,"7th Voyage of Sinbad, The"
3155,1999,"Anna and the King"
3156,1999,"Bicentennial Man"
3157,1999,"Stuart Little"
3158,1999,"Emperor and the Assassin, The"
3159,1999,"Fantasia 2000"
3160,1999,"Magnolia"
3161,1999,"Onegin"
3163,1999,"Topsy-Turvy"
3165,1993,"Boiling Point"
3166,1989,"Brenda Starr"
3167,1971,"Carnal Knowledge"
3168,1969,"Easy Rider"
3169,1985,"The Falcon and the Snowman"
3171,1959,"Room at the Top"
3173,1999,"Any Given Sunday"
3174,1999,"Man on the Moon"
3175,1999,"Galaxy Quest"
3176,1999,"Talented Mr. Ripley, The"
3177,2000,"Next Friday"
3178,1999,"Hurricane, The"
3179,1999,"Angela's Ashes"
3180,1999,"Play it to the Bone"
3181,1999,"Titus"
3182,1999,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr."
3183,1999,"Third Miracle, The"
3185,1999,"Snow Falling on Cedars"
3186,1999,"Girl, Interrupted"
3188,1998,"Life and Times of Hank Greenberg, The"
3189,1999,"My Dog Skip"
3190,2000,"Supernova"
3192,1998,"Terrorist, The"
3194,1973,"Way We Were, The"
3196,1953,"Stalag 17"
3197,1988,"Presidio, The"
3198,1973,"Papillon"
3199,1957,"Pal Joey"
3200,1973,"Last Detail, The"
3201,1970,"Five Easy Pieces"
3202,1971,"Even Dwarfs Started Small"
3203,1989,"Dead Calm"
3204,1978,"Boys from Brazil, The"
3205,1960,"Black Sunday"
3206,1984,"Against All Odds"
3207,1952,"Snows of Kilimanjaro, The"
3208,1993,"Loaded Weapon 1"
3210,1982,"Fast Times at Ridgemont High"
3211,1988,"Cry in the Dark, A"
3213,1993,"Batman: Mask of the Phantasm"
3214,1985,"American Flyers"
3216,1971,"Vampyros Lesbos"
3217,1937,"Star Is Born, A"
3218,1991,"Poison"
3219,1990,"Pacific Heights"
3221,1982,"Draughtsman's Contract, The"
3223,1985,"Zed & Two Noughts, A"
3224,1964,"Woman in the Dunes"
3225,2000,"Down to You"
3232,1925,"Seven Chances"
3235,1980,"Where the Buffalo Roam"
3238,1999,"Eye of the Beholder"
3239,2000,"Isn't She Great?"
3240,1999,"Big Tease, The"
3241,1999,"Cup, The"
3243,1992,"Encino Man"
3244,1977,"Goodbye Girl, The"
3245,1964,"I Am Cuba"
3246,1992,"Malcolm X"
3247,1992,"Sister Act"
3248,1993,"Sister Act 2: Back in the Habit"
3249,1992,"Hand That Rocks the Cradle, The"
3250,1993,"Alive"
3251,1985,"Agnes of God"
3252,1992,"Scent of a Woman"
3253,1992,"Wayne's World"
3254,1993,"Wayne's World 2"
3255,1992,"League of Their Own, A"
3256,1992,"Patriot Games"
3257,1992,"Bodyguard, The"
3258,1992,"Death Becomes Her"
3259,1992,"Far and Away"
3260,1992,"Howards End"
3261,1992,"Singles"
3262,1992,"Twin Peaks: Fire Walk with Me"
3263,1992,"White Men Can't Jump"
3264,1992,"Buffy the Vampire Slayer"
3265,1992,"Hard-Boiled"
3266,1992,"Man Bites Dog"
3267,1992,"Mariachi, El"
3268,1992,"Stop! Or My Mom Will Shoot"
3269,1992,"Forever Young"
3270,1992,"Cutting Edge, The"
3271,1992,"Of Mice and Men"
3272,1992,"Bad Lieutenant"
3273,2000,"Scream 3"
3274,1992,"Single White Female"
3275,2000,"Boondock Saints, The"
3276,2000,"Gun Shy"
3281,1998,"Brandon Teena Story, The"
3282,1996,"Different for Girls"
3284,1971,"They Might Be Giants"
3285,2000,"Beach, The"
3286,2000,"Snow Day"
3287,2000,"Tigger Movie, The"
3289,1999,"Not One Less"
3292,1955,"Big Combo, The"
3294,1977,"Eaten Alive"
3296,1967,"To Sir with Love"
3298,2000,"Boiler Room"
3299,2000,"Hanging Up"
3300,2000,"Pitch Black"
3301,2000,"Whole Nine Yards, The"
3302,1999,"Beautiful People"
3303,2000,"Black Tar Heroin: The Dark End of the Street"
3304,1978,"Blue Collar"
3306,1928,"Circus, The"
3307,1931,"City Lights"
3308,1984,"Flamingo Kid, The"
3309,1918,"Dog's Life, A"
3310,1921,"Kid, The"
3313,1982,"Class Reunion"
3314,1952,"Big Trees, The"
3316,2000,"Reindeer Games"
3317,2000,"Wonder Boys"
3318,1999,"Deterrence"
3320,1999,"Mifune's Last Song"
3324,2000,"Drowning Mona"
3325,2000,"Next Best Thing, The"
3326,2000,"What Planet Are You From?"
3327,1999,"Beyond the Mat"
3328,1999,"Ghost Dog: The Way of the Samurai"
3329,1987,"The Year My Voice Broke"
3330,1961,"Splendor in the Grass"
3331,1983,"My Tutor"
3334,1948,"Key Largo"
3338,1989,"For All Mankind"
3339,1977,"Cross of Iron"
3340,1955,"Bride of the Monster"
3341,1950,"Born Yesterday"
3342,1984,"Birdy"
3343,1988,"And God Created Woman"
3344,1963,"Blood Feast"
3347,1983,"Never Cry Wolf"
3349,1947,"Perils of Pauline, The"
3350,1961,"Raisin in the Sun, A"
3351,1964,"Two Thousand Maniacs!"
3354,2000,"Mission to Mars"
3355,1999,"Ninth Gate, The"
3357,1999,"East-West"
3358,1991,"Defending Your Life"
3359,1979,"Breaking Away"
3360,1986,"Hoosiers"
3361,1988,"Bull Durham"
3362,1975,"Dog Day Afternoon"
3363,1973,"American Graffiti"
3364,1950,"Asphalt Jungle, The"
3365,1956,"Searchers, The"
3368,1958,"Big Country, The"
3370,1988,"Betrayed"
3371,1976,"Bound for Glory"
3377,1943,"Hangmen Also Die!"
3379,1959,"On the Beach"
3380,1947,"Railroaded!"
3384,1974,"Taking of Pelham One Two Three, The"
3385,1985,"Volunteers"
3386,1991,"JFK"
3387,1989,"Who's Harry Crumb?"
3388,1987,"Harry and the Hendersons"
3390,1986,"Shanghai Surprise"
3391,1987,"Who's That Girl?"
3392,1989,"She-Devil"
3393,1987,"Date with an Angel"
3394,1987,"Blind Date"
3395,1987,"Nadine"
3396,1979,"Muppet Movie, The"
3397,1981,"Great Muppet Caper, The"
3398,1984,"Muppets Take Manhattan, The"
3399,1985,"Sesame Street Presents Follow That Bird"
3400,1993,"We're Back! A Dinosaur's Story"
3401,1985,"Baby... Secret of the Lost Legend"
3402,1985,"Turtle Diary"
3404,1953,"Titanic"
3405,1958,"Night to Remember, A"
3406,1951,"Captain Horatio Hornblower R.N."
3408,2000,"Erin Brockovich"
3409,2000,"Final Destination"
3412,1988,"Bear, The"
3414,1955,"Love Is a Many-Splendored Thing"
3415,1975,"Mirror, The"
3417,1952,"Crimson Pirate, The"
3418,1991,"Thelma & Louise"
3420,1979,"...And Justice for All"
3421,1978,"Animal House"
3422,1986,"She's Gotta Have It"
3423,1988,"School Daze"
3424,1989,"Do the Right Thing"
3425,1990,"Mo' Better Blues"
3426,1991,"Jungle Fever"
3427,1968,"Coogan's Bluff"
3428,1979,"Champ, The"
3429,1989,"Creature Comforts"
3430,1974,"Death Wish"
3431,1982,"Death Wish 2"
3432,1985,"Death Wish 3"
3434,1994,"Death Wish 5: The Face of Death"
3435,1944,"Double Indemnity"
3436,1991,"Dying Young"
3437,1991,"Cool as Ice"
3438,1990,"Teenage Mutant Ninja Turtles"
3439,1991,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze"
3440,1993,"Teenage Mutant Ninja Turtles III"
3441,1984,"Red Dawn"
3442,1986,"Band of the Hand"
3444,1988,"Bloodsport"
3445,1978,"Eyes of Laura Mars"
3446,1995,"Funny Bones"
3447,1937,"Good Earth, The"
3448,1987,"Good Morning, Vietnam"
3449,1988,"Good Mother, The"
3450,1993,"Grumpy Old Men"
3451,1967,"Guess Who's Coming to Dinner"
3452,2000,"Romeo Must Die"
3453,2000,"Here on Earth"
3454,2000,"Whatever It Takes"
3456,1999,"Color of Paradise, The"
3457,2000,"Waking the Dead"
3459,1986,"Gothic"
3460,1967,"Hillbillys in a Haunted House"
3461,1963,"Lord of the Flies"
3462,1936,"Modern Times"
3463,1994,"Last Resort"
3465,1986,"That's Life!"
3466,1993,"Heart and Souls"
3467,1963,"Hud"
3468,1961,"Hustler, The"
3469,1960,"Inherit the Wind"
3470,1975,"Dersu Uzala"
3471,1977,"Close Encounters of the Third Kind"
3474,1997,"Retroactive"
3475,1951,"Place in the Sun, A"
3476,1990,"Jacob's Ladder"
3477,1995,"Empire Records"
3478,1987,"Bamba, La"
3479,1985,"Ladyhawke"
3480,1986,"Lucas"
3481,2000,"High Fidelity"
3483,2000,"Road to El Dorado, The"
3484,2000,"Skulls, The"
3487,1966,"El Dorado"
3489,1991,"Hook"
3490,1972,"Horror Express"
3491,1986,"My Chauffeur"
3492,1926,"Son of the Sheik, The"
3494,1969,"True Grit"
3495,1992,"Roadside Prophets"
3496,1988,"Madame Sousatzka"
3497,1983,"Max Dugan Returns"
3498,1978,"Midnight Express"
3499,1990,"Misery"
3500,1992,"Mr. Saturday Night"
3501,1985,"Murphy's Romance"
3502,1993,"My Life"
3503,1972,"Solaris"
3504,1976,"Network"
3505,1987,"No Way Out"
3506,1979,"North Dallas Forty"
3507,1968,"Odd Couple, The"
3508,1976,"Outlaw Josey Wales, The"
3509,1999,"Black and White"
3510,2000,"Frequency"
3511,2000,"Ready to Rumble"
3512,2000,"Return to Me"
3513,2000,"Rules of Engagement"
3515,2000,"Me Myself I"
3516,1958,"Bell, Book and Candle"
3518,1997,"End of Violence, The"
3519,1978,"Force 10 from Navarone"
3520,1965,"How to Stuff a Wild Bikini"
3521,1989,"Mystery Train"
3522,1971,"Sacco and Vanzetti"
3524,1981,"Arthur"
3525,1984,"Bachelor Party"
3526,1989,"Parenthood"
3527,1987,"Predator"
3528,1991,"Prince of Tides, The"
3529,1981,"Postman Always Rings Twice, The"
3531,1990,"All the Vermeers in New York"
3534,2000,"28 Days"
3535,2000,"American Psycho"
3536,2000,"Keeping the Faith"
3537,2000,"Where the Money Is"
3538,1999,"East is East"
3539,2000,"Filth and the Fury, The"
3540,2000,"Passion of Mind"
3543,1982,"Diner"
3544,1992,"Shakes the Clown"
3545,1972,"Cabaret"
3546,1962,"What Ever Happened to Baby Jane?"
3547,1987,"Prick Up Your Ears"
3548,1958,"Auntie Mame"
3549,1955,"Guys and Dolls"
3550,1983,"The Hunger"
3551,1976,"Marathon Man"
3552,1980,"Caddyshack"
3553,2000,"Gossip"
3554,2000,"Love and Basketball"
3555,2000,"U-571"
3556,1999,"Virgin Suicides, The"
3557,1992,"Jennifer 8"
3559,1952,"Limelight"
3560,1978,"Empire of Passion (a.k.a. In the Realm of Passion)"
3563,2000,"Crow: Salvation, The"
3564,2000,"Flintstones in Viva Rock Vegas, The"
3565,2000,"Where the Heart Is"
3566,2000,"Big Kahuna, The"
3567,2000,"Bossa Nova"
3568,1999,"Smiling Fish and Goat on Fire"
3569,1998,"Idiots, The"
3571,2000,"Time Code"
3572,1993,"Carnosaur"
3573,1995,"Carnosaur 2"
3574,1996,"Carnosaur 3: Primal Species"
3575,1997,"Defying Gravity"
3576,1987,"Hidden, The"
3577,1988,"Two Moon Junction"
3578,2000,"Gladiator"
3579,2000,"I Dreamed of Africa"
3580,2000,"Up at the Villa"
3581,1999,"Human Traffic"
3584,1983,"Breathless"
3587,1980,"Inferno"
3588,1972,"King of Marvin Gardens, The"
3590,1974,"Lords of Flatbush, The"
3591,1983,"Mr. Mom"
3593,2000,"Battlefield Earth"
3594,2000,"Center Stage"
3596,2000,"Screwed"
3598,2000,"Hamlet"
3599,1945,"Anchors Aweigh"
3600,1961,"Blue Hawaii"
3602,1960,"G.I. Blues"
3604,1962,"Gypsy"
3605,1958,"King Creole"
3606,1949,"On the Town"
3608,1985,"Pee-wee's Big Adventure"
3609,1998,"Regret to Inform"
3611,1943,"Saludos Amigos"
3612,1976,"The Slipper and the Rose: The Story of Cinderella"
3613,1988,"Things Change"
3614,1992,"Honeymoon in Vegas"
3615,2000,"Dinosaur"
3616,2000,"Loser"
3617,2000,"Road Trip"
3618,2000,"Small Time Crooks"
3619,1980,"Hollywood Knights, The"
3620,1997,"Myth of Fingerprints, The"
3621,1981,"Possession"
3622,1970,"Twelve Chairs, The"
3623,2000,"Mission: Impossible II"
3624,2000,"Shanghai Noon"
3626,1999,"8 ½ Women"
3627,1962,"Carnival of Souls"
3628,1942,"Flying Tigers"
3629,1925,"Gold Rush, The"
3632,1947,"Monsieur Verdoux"
3633,1969,"On Her Majesty's Secret Service"
3634,1964,"Seven Days in May"
3635,1977,"Spy Who Loved Me, The"
3637,1985,"Vagabond"
3638,1979,"Moonraker"
3639,1974,"Man with the Golden Gun, The"
3640,1957,"King in New York, A"
3643,1944,"Fighting Seabees, The"
3646,2000,"Big Momma's House"
3649,1980,"American Gigolo"
3653,1966,"Endless Summer, The"
3654,1961,"Guns of Navarone, The"
3655,1973,"Blow-Out"
3656,1947,"Lured"
3657,1951,"Pandora and the Flying Dutchman"
3658,1967,"Quatermass and the Pit"
3659,1957,"Quatermass 2"
3660,1989,"Puppet Master"
3661,1991,"Puppet Master II"
3662,1991,"Puppet Master III: Toulon's Revenge"
3663,1993,"Puppet Master 4"
3664,1994,"Puppet Master 5: The Final Chapter"
3665,1998,"Curse of the Puppet Master"
3668,1968,"Romeo and Juliet"
3669,1992,"Stay Tuned"
3671,1974,"Blazing Saddles"
3672,1974,"Benji"
3673,1987,"Benji the Hunted"
3674,1977,"For the Love of Benji"
3675,1954,"White Christmas"
3676,1977,"Eraserhead"
3677,1992,"Baraka"
3678,1955,"Man with the Golden Arm, The"
3679,1981,"Decline of Western Civilization, The"
3680,1988,"Decline of Western Civilization Part II: The Metal Years, The"
3681,1965,"For a Few Dollars More"
3682,1973,"Magnum Force"
3683,1984,"Blood Simple"
3684,1989,"Fabulous Baker Boys, The"
3685,1985,"Prizzi's Honor"
3686,1990,"Flatliners"
3687,1988,"Light Years"
3688,1982,"Porky's"
3689,1983,"Porky's II: The Next Day"
3690,1985,"Porky's Revenge"
3691,1983,"Private School"
3692,1986,"Class of Nuke 'Em High"
3693,1985,"Toxic Avenger, The"
3694,1989,"Toxic Avenger, Part II, The"
3695,1989,"Toxic Avenger Part III: The Last Temptation of Toxie, The"
3696,1986,"Night of the Creeps"
3697,1990,"Predator 2"
3698,1987,"Running Man, The"
3699,1984,"Starman"
3700,1984,"Brother from Another Planet, The"
3701,1988,"Alien Nation"
3702,1979,"Mad Max"
3703,1981,"Road Warrior, The"
3704,1985,"Mad Max Beyond Thunderdome"
3705,1990,"Bird on a Wire"
3706,1987,"Angel Heart"
3707,1986,"9 1/2 Weeks"
3708,1984,"Firestarter"
3709,1992,"Sleepwalkers"
3710,1988,"Action Jackson"
3712,1991,"Soapdish"
3713,1990,"Long Walk Home, The"
3714,1988,"Clara's Heart"
3715,1987,"Burglar"
3716,1987,"Fatal Beauty"
3717,2000,"Gone in 60 Seconds"
3718,1999,"American Pimp"
3719,2000,"Love's Labour's Lost"
3720,1999,"Sunshine"
3721,2000,"Trixie"
3723,1990,"Hamlet"
3724,1978,"Coming Home"
3725,1981,"American Pop"
3726,1976,"Assault on Precinct 13"
3727,1987,"Near Dark"
3728,1992,"One False Move"
3729,1971,"Shaft"
3730,1974,"Conversation, The"
3731,1981,"Cutter's Way"
3732,1978,"Fury, The"
3733,1973,"Paper Chase, The"
3734,1981,"Prince of the City"
3735,1973,"Serpico"
3736,1951,"Ace in the Hole"
3737,1962,"Lonely Are the Brave"
3738,1974,"Sugarland Express, The"
3739,1932,"Trouble in Paradise"
3740,1986,"Big Trouble in Little China"
3741,1973,"Badlands"
3742,1925,"Battleship Potemkin"
3743,2000,"Boys and Girls"
3744,2000,"Shaft"
3745,2000,"Titan A.E."
3746,1999,"Butterfly"
3747,1999,"Jesus' Son"
3751,2000,"Chicken Run"
3752,2000,"Me, Myself & Irene"
3753,2000,"Patriot, The"
3754,2000,"Adventures of Rocky and Bullwinkle, The"
3755,2000,"Perfect Storm, The"
3757,1972,"Asylum"
3758,1989,"Communion"
3759,1947,"Fun and Fancy Free"
3760,1977,"Kentucky Fried Movie, The"
3761,1993,"Blood In, Blood Out"
3763,1986,"F/X"
3764,1991,"F/X2"
3765,1990,"Hot Spot, The"
3766,1984,"Missing in Action"
3768,1988,"Braddock: Missing in Action III"
3769,1974,"Thunderbolt and Lightfoot"
3770,1984,"Dreamscape"
3771,1973,"The Golden Voyage of Sinbad"
3773,1990,"House Party"
3774,1991,"House Party 2"
3775,1946,"Make Mine Music"
3777,1987,"Nekromantik"
3780,1950,"Rocketship X-M"
3783,1998,"Croupier"
3784,2000,"Kid, The"
3785,2000,"Scary Movie"
3786,1999,"But I'm a Cheerleader"
3787,1999,"Shower"
3788,1966,"Blow-Up"
3789,1964,"Pawnbroker, The"
3790,2000,"Groove"
3791,1984,"Footloose"
3792,1946,"Duel in the Sun"
3793,2000,"X-Men"
3794,2000,"Chuck & Buck"
3795,1999,"Five Senses, The"
3798,2000,"What Lies Beneath"
3799,2000,"Pokémon the Movie 2000"
3800,1999,"Criminal Lovers"
3801,1959,"Anatomy of a Murder"
3802,1992,"Freejack"
3804,1979,"H.O.T.S."
3805,1981,"Knightriders"
3806,1969,"Mackenna's Gold"
3807,1977,"Sinbad and the Eye of the Tiger"
3809,1991,"What About Bob?"
3810,1992,"White Sands"
3811,1980,"Breaker Morant"
3812,1972,"Everything You Always Wanted to Know About Sex * But Were Afraid to Ask"
3813,1978,"Interiors"
3814,1975,"Love and Death"
3816,1985,"Official Story, The"
3819,1985,"Tampopo"
3820,2000,"Thomas and the Magic Railroad"
3821,2000,"Nutty Professor II: The Klumps"
3822,1999,"Girl on the Bridge, The"
3823,1999,"Wonderland"
3824,2000,"Autumn in New York"
3825,2000,"Coyote Ugly"
3826,2000,"Hollow Man"
3827,2000,"Space Cowboys"
3829,2000,"Mad About Mambo"
3831,2000,"Saving Grace"
3832,1963,"Black Sabbath"
3833,1962,"Brain That Wouldn't Die, The"
3834,1980,"Bronco Billy"
3835,1993,"Crush, The"
3836,1970,"Kelly's Heroes"
3837,1988,"Phantasm II"
3838,1994,"Phantasm III: Lord of the Dead"
3839,1998,"Phantasm IV: Oblivion"
3840,1988,"Pumpkinhead"
3841,1990,"Air America"
3843,1983,"Sleepaway Camp"
3844,1989,"Steel Magnolias"
3845,1956,"And God Created Woman"
3846,1983,"Easy Money"
3847,1974,"Ilsa, She Wolf of the SS"
3848,1994,"Silent Fall"
3849,1945,"The Spiral Staircase"
3851,2000,"I'm the One That I Want"
3852,2000,"Tao of Steve, The"
3854,1999,"Aimée & Jaguar"
3855,1999,"Affair of Love, An"
3857,2000,"Bless the Child"
3858,2000,"Cecil B. DeMented"
3859,2000,"Eyes of Tammy Faye, The"
3860,2000,"Opportunists, The"
3861,2000,"Replacements, The"
3863,2000,"Cell, The"
3864,1999,"Godzilla 2000"
3865,2000,"Original Kings of Comedy, The"
3868,1988,"Naked Gun: From the Files of Police Squad!, The"
3869,1991,"Naked Gun 2 1/2: The Smell of Fear, The"
3870,1940,"Our Town"
3871,1953,"Shane"
3872,1959,"Suddenly, Last Summer"
3873,1965,"Cat Ballou"
3875,1968,"Devil Rides Out, The"
3877,1984,"Supergirl"
3879,2000,"Art of War, The"
3880,2000,"Ballad of Ramblin' Jack, The"
3882,2000,"Bring It On"
3883,2000,"Catfish in Black Bean Sauce"
3885,2000,"Love & Sex"
3886,2000,"Steal This Movie!"
3889,2000,"Highlander: Endgame"
3890,2000,"Back Stage"
3891,2000,"Turn It Up"
3892,2000,"Anatomy"
3893,2000,"Nurse Betty"
3895,2000,"Watcher, The"
3896,2000,"Way of the Gun, The"
3897,2000,"Almost Famous"
3900,2000,"Crime and Punishment in Suburbia"
3901,2000,"Duets"
3902,1999,"Goya in Bordeaux"
3903,2000,"Urbania"
3905,2000,"Specials, The"
3906,2000,"Under Suspicion"
3908,2000,"Urban Legends: Final Cut"
3909,2000,"Woman on Top"
3910,2000,"Dancer in the Dark"
3911,2000,"Best in Show"
3913,1999,"Barenaked in America"
3914,2000,"Broken Hearts Club, The"
3915,2000,"Girlfight"
3916,2000,"Remember the Titans"
3917,1987,"Hellraiser"
3918,1988,"Hellbound: Hellraiser II"
3919,1992,"Hellraiser III: Hell on Earth"
3920,1993,"Faraway, So Close"
3921,1963,"Beach Party"
3922,1964,"Bikini Beach"
3923,1959,"Return of the Fly"
3924,1964,"Pajama Party"
3925,1984,"Stranger Than Paradise"
3926,1961,"Voyage to the Bottom of the Sea"
3927,1966,"Fantastic Voyage"
3928,1948,"Abbott and Costello Meet Frankenstein"
3929,1940,"Bank Dick, The"
3930,1954,"Creature from the Black Lagoon, The"
3932,1933,"Invisible Man, The"
3933,1959,"Killer Shrews, The"
3934,1957,"Kronos"
3936,1943,"Phantom of the Opera"
3937,1984,"Runaway"
3938,1982,"Slumber Party Massacre, The"
3939,1987,"Slumber Party Massacre II"
3940,1990,"Slumber Party Massacre III"
3941,1986,"Sorority House Massacre"
3942,1990,"Sorority House Massacre II"
3943,2000,"Bamboozled"
3945,2000,"Digimon: The Movie"
3946,2000,"Get Carter"
3947,1971,"Get Carter"
3948,2000,"Meet the Parents"
3949,2000,"Requiem for a Dream"
3950,2000,"Tigerland"
3951,2000,"Two Family House"
3952,2000,"Contender, The"
3953,2000,"Dr. T and the Women"
3955,2000,"Ladies Man, The"
3956,2000,"Lost Souls"
3957,1971,"Billy Jack"
3959,1960,"Time Machine, The"
3960,1995,"Haunted"
